,ricebought,cleanyard,housetype,nearstable,own_hhappliance,housesqm,own_vehicles,own_receivables,outerwall,numroom,own_jewelry,floor,ipercap,own_fininstrument_7,own_fininstrument_14
7765,20.0,1.0,1.0,1.0,1.0,72.0,1.0,3.0,1.0,7.0,3.0,1.0,2840000.0,3.0,3.0
7766,0.0,1.0,1.0,3.0,1.0,96.0,3.0,3.0,1.0,7.0,1.0,1.0,264000.0,3.0,3.0
7767,0.0,1.0,1.0,1.0,3.0,108.0,3.0,3.0,3.0,6.0,1.0,3.0,1666666.6666666667,3.0,3.0
7768,5.0,3.0,1.0,3.0,1.0,39.0,3.0,3.0,3.0,4.0,3.0,6.0,1920000.0,3.0,3.0
7770,10.0,1.0,1.0,3.0,3.0,140.0,3.0,3.0,1.0,6.0,3.0,1.0,3000000.0,3.0,3.0
7773,0.0,1.0,1.0,3.0,3.0,38.0,3.0,3.0,1.0,5.0,1.0,1.0,2025714.2857142857,1.0,3.0
7774,25.0,1.0,1.0,3.0,1.0,84.0,1.0,3.0,1.0,6.0,1.0,1.0,1200000.0,3.0,3.0
7775,3.2,3.0,6.0,3.0,1.0,9.0,3.0,3.0,1.0,1.0,1.0,4.0,9000000.0,3.0,3.0
7776,5.0,1.0,1.0,3.0,1.0,120.0,1.0,3.0,1.0,6.0,3.0,1.0,2000000.0,3.0,3.0
7778,7.0,1.0,2.0,3.0,1.0,66.0,1.0,1.0,1.0,8.0,1.0,1.0,2288888.888888889,1.0,3.0
7779,10.0,3.0,1.0,1.0,1.0,63.0,1.0,1.0,3.0,6.0,1.0,6.0,600000.0,1.0,1.0
7780,0.0,1.0,3.0,1.0,1.0,60.0,3.0,1.0,1.0,5.0,1.0,1.0,1267500.0,1.0,3.0
7782,0.0,3.0,1.0,1.0,1.0,45.0,3.0,1.0,1.0,6.0,1.0,3.0,626666.6666666666,1.0,1.0
7783,7.0,1.0,1.0,3.0,1.0,78.0,1.0,3.0,1.0,6.0,1.0,1.0,2740000.0,1.0,1.0
7784,0.0,1.0,1.0,1.0,1.0,36.0,1.0,1.0,1.0,6.0,1.0,1.0,2137500.0,1.0,3.0
7785,0.0,1.0,2.0,3.0,1.0,24.0,1.0,3.0,1.0,5.0,3.0,1.0,2708333.3333333335,3.0,3.0
7786,0.0,1.0,1.0,1.0,1.0,72.0,3.0,3.0,1.0,6.0,1.0,2.0,2190000.0,1.0,3.0
7787,5.0,1.0,1.0,3.0,1.0,18.0,3.0,3.0,1.0,3.0,1.0,1.0,8400000.0,1.0,3.0
7788,0.0,1.0,1.0,3.0,1.0,140.0,1.0,1.0,1.0,8.0,1.0,1.0,636363.6363636364,1.0,1.0
7789,20.0,1.0,2.0,3.0,1.0,250.0,1.0,3.0,1.0,13.0,1.0,1.0,13920000.0,1.0,1.0
7790,0.0,1.0,1.0,3.0,1.0,58.0,1.0,3.0,1.0,6.0,1.0,3.0,4875000.0,1.0,1.0
7791,0.0,1.0,1.0,3.0,1.0,140.0,1.0,3.0,1.0,7.0,1.0,2.0,4333333.333333333,1.0,3.0
7792,0.0,1.0,3.0,3.0,1.0,75.0,1.0,3.0,1.0,7.0,1.0,2.0,1185960.0,1.0,3.0
7793,0.0,1.0,1.0,3.0,1.0,54.0,1.0,1.0,1.0,7.0,1.0,1.0,3120000.0,1.0,1.0
7794,0.0,1.0,2.0,3.0,1.0,45.0,3.0,3.0,1.0,6.0,3.0,1.0,0.0,3.0,3.0
7795,0.0,3.0,1.0,1.0,1.0,54.0,3.0,3.0,3.0,4.0,3.0,3.0,618000.0,3.0,3.0
7796,0.0,3.0,4.0,3.0,1.0,150.0,1.0,3.0,1.0,6.0,3.0,1.0,1458333.3333333333,1.0,3.0
7797,0.0,1.0,1.0,3.0,1.0,54.0,1.0,3.0,1.0,6.0,1.0,1.0,384000.0,3.0,3.0
7798,0.0,1.0,1.0,1.0,1.0,54.0,3.0,3.0,1.0,7.0,1.0,2.0,30900000.0,3.0,3.0
7799,0.0,1.0,2.0,3.0,1.0,9.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
7801,4.0,3.0,2.0,1.0,1.0,615.0,3.0,3.0,1.0,7.0,1.0,1.0,0.0,1.0,1.0
7802,0.0,1.0,1.0,3.0,1.0,200.0,1.0,3.0,1.0,6.0,1.0,3.0,2850000.0,3.0,3.0
7803,10.5,1.0,1.0,3.0,1.0,120.0,1.0,3.0,1.0,8.0,1.0,3.0,6627272.7272727275,3.0,1.0
7804,3.0,1.0,1.0,3.0,1.0,118.0,1.0,1.0,1.0,9.0,1.0,1.0,13325000.0,1.0,1.0
7805,4.0,1.0,1.0,1.0,1.0,66.0,1.0,3.0,1.0,5.0,3.0,3.0,4800000.0,3.0,1.0
7806,5.0,1.0,1.0,3.0,1.0,117.0,1.0,3.0,1.0,8.0,1.0,1.0,8729500.0,3.0,3.0
7808,0.0,1.0,1.0,3.0,1.0,42.0,1.0,3.0,1.0,3.0,3.0,3.0,1475000.0,3.0,3.0
7809,3.5,1.0,1.0,3.0,1.0,66.0,1.0,3.0,1.0,6.0,3.0,1.0,5925000.0,3.0,3.0
7810,10.0,1.0,2.0,3.0,1.0,100.0,1.0,3.0,1.0,8.0,1.0,1.0,23270400.0,3.0,1.0
7812,7.0,1.0,1.0,3.0,1.0,63.0,1.0,3.0,1.0,5.0,3.0,3.0,2480000.0,3.0,1.0
7813,5.0,1.0,1.0,3.0,1.0,63.0,3.0,3.0,1.0,6.0,3.0,3.0,296666.6666666667,1.0,3.0
7814,0.0,1.0,1.0,3.0,1.0,71.0,1.0,3.0,1.0,5.0,1.0,3.0,4800000.0,3.0,1.0
7816,2.0,1.0,1.0,3.0,1.0,150.0,1.0,3.0,1.0,8.0,1.0,1.0,4166666.6666666665,1.0,3.0
7817,0.0,1.0,1.0,1.0,1.0,80.0,3.0,3.0,2.0,7.0,3.0,3.0,1083333.3333333333,3.0,3.0
7818,7.0,1.0,1.0,3.0,1.0,63.0,1.0,3.0,1.0,4.0,3.0,1.0,1140000.0,3.0,1.0
7819,0.0,1.0,1.0,3.0,1.0,56.0,3.0,3.0,1.0,5.0,3.0,1.0,250000.0,3.0,3.0
7820,5.0,1.0,1.0,3.0,1.0,175.0,1.0,3.0,1.0,9.0,3.0,1.0,3100000.0,3.0,1.0
7821,0.0,1.0,1.0,3.0,1.0,60.0,1.0,3.0,1.0,4.0,1.0,1.0,8000000.0,1.0,3.0
7823,2.0,1.0,1.0,3.0,1.0,77.0,1.0,3.0,1.0,6.0,3.0,1.0,0.0,3.0,3.0
7825,5.0,1.0,1.0,3.0,1.0,56.0,1.0,1.0,1.0,5.0,1.0,3.0,3750000.0,1.0,1.0
7826,7.0,1.0,1.0,3.0,1.0,54.0,3.0,3.0,1.0,5.0,1.0,1.0,1892857.142857143,3.0,1.0
7827,3.0,1.0,1.0,3.0,1.0,108.0,1.0,3.0,1.0,5.0,3.0,1.0,7500000.0,1.0,1.0
7828,0.0,3.0,1.0,3.0,1.0,18.0,1.0,3.0,1.0,2.0,3.0,2.0,12000000.0,3.0,3.0
7829,5.0,1.0,1.0,3.0,1.0,192.0,1.0,3.0,1.0,8.0,1.0,2.0,17443333.333333332,3.0,1.0
7830,0.0,1.0,1.0,3.0,1.0,54.0,1.0,3.0,1.0,7.0,1.0,2.0,6200000.0,3.0,3.0
7831,0.0,1.0,1.0,3.0,1.0,150.0,1.0,3.0,1.0,11.0,1.0,1.0,2200000.0,1.0,1.0
7832,7.0,1.0,1.0,3.0,1.0,77.0,3.0,3.0,1.0,7.0,3.0,3.0,4000000.0,3.0,1.0
7833,1.75,1.0,1.0,3.0,1.0,32.0,3.0,3.0,2.0,6.0,1.0,3.0,4800000.0,3.0,1.0
7834,0.0,1.0,1.0,3.0,1.0,90.0,1.0,3.0,1.0,7.0,1.0,1.0,3410400.0,3.0,1.0
7835,7.0,1.0,3.0,3.0,1.0,180.0,1.0,1.0,1.0,6.0,1.0,3.0,6600000.0,3.0,1.0
7836,8.0,3.0,5.0,3.0,1.0,35.0,1.0,3.0,1.0,4.0,1.0,1.0,4666666.666666667,1.0,3.0
7837,5.0,1.0,1.0,3.0,1.0,72.0,1.0,3.0,1.0,5.0,1.0,2.0,3285714.285714286,1.0,1.0
7839,7.0,1.0,5.0,3.0,1.0,24.0,1.0,3.0,2.0,3.0,1.0,3.0,2077500.0,1.0,3.0
7840,4.0,1.0,1.0,3.0,1.0,120.0,1.0,3.0,1.0,12.0,3.0,1.0,2304545.4545454546,3.0,3.0
7841,0.0,1.0,1.0,3.0,1.0,80.0,3.0,3.0,1.0,4.0,3.0,1.0,4000000.0,3.0,1.0
7842,4.0,1.0,1.0,3.0,1.0,54.0,1.0,3.0,1.0,4.0,1.0,1.0,4000000.0,3.0,1.0
7843,14.0,1.0,1.0,3.0,1.0,67.0,1.0,3.0,1.0,5.0,3.0,1.0,2160000.0,3.0,1.0
7844,7.0,1.0,1.0,3.0,1.0,48.0,1.0,3.0,2.0,3.0,3.0,3.0,760000.0,3.0,3.0
7845,3.0,1.0,1.0,3.0,1.0,46.0,3.0,3.0,1.0,3.0,3.0,3.0,1825000.0,3.0,1.0
7847,0.0,100.0,100.0,100.0,1.0,9999.0,3.0,3.0,100.0,99.0,1.0,100.0,0.0,3.0,3.0
7848,7.0,1.0,1.0,3.0,1.0,48.0,1.0,3.0,2.0,3.0,3.0,3.0,2000000.0,3.0,3.0
7849,7.0,1.0,2.0,3.0,1.0,42.0,3.0,3.0,1.0,7.0,1.0,1.0,6750000.0,3.0,3.0
7850,10.5,1.0,1.0,3.0,1.0,35.0,3.0,3.0,1.0,5.0,1.0,1.0,2200000.0,1.0,3.0
7851,3.5,1.0,1.0,3.0,1.0,36.0,1.0,3.0,1.0,5.0,1.0,1.0,1500000.0,3.0,1.0
7852,5.0,1.0,2.0,3.0,1.0,60.0,1.0,3.0,1.0,5.0,1.0,1.0,5012500.0,1.0,1.0
7853,10.0,1.0,1.0,3.0,1.0,40.0,3.0,3.0,1.0,7.0,3.0,1.0,7000000.0,3.0,3.0
7854,3.0,1.0,1.0,3.0,1.0,48.0,1.0,3.0,1.0,6.0,1.0,1.0,9166666.666666666,1.0,3.0
7855,7.0,1.0,1.0,3.0,1.0,100.0,1.0,3.0,1.0,7.0,1.0,2.0,7816666.666666667,3.0,1.0
7856,4.0,3.0,1.0,1.0,1.0,60.0,1.0,1.0,3.0,5.0,1.0,3.0,3650000.0,3.0,3.0
7857,12.0,1.0,2.0,3.0,1.0,50.0,3.0,3.0,1.0,4.0,3.0,2.0,600000.0,3.0,1.0
7858,7.0,1.0,1.0,3.0,1.0,64.0,1.0,3.0,1.0,6.0,1.0,2.0,750000.0,3.0,1.0
7860,7.0,1.0,1.0,3.0,1.0,21.0,3.0,3.0,1.0,3.0,1.0,3.0,1200000.0,1.0,3.0
7861,2.0,1.0,5.0,3.0,3.0,24.0,3.0,3.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0
7862,7.0,1.0,1.0,3.0,1.0,20.0,3.0,3.0,2.0,2.0,1.0,3.0,4200000.0,3.0,3.0
7863,7.0,1.0,1.0,3.0,1.0,35.0,1.0,3.0,1.0,5.0,1.0,3.0,4600000.0,1.0,1.0
7864,5.0,1.0,1.0,3.0,1.0,51.0,1.0,3.0,2.0,5.0,3.0,3.0,2066666.6666666667,3.0,1.0
7865,5.0,1.0,5.0,3.0,1.0,24.0,1.0,3.0,2.0,3.0,3.0,1.0,4783333.333333333,3.0,3.0
7867,4.0,1.0,1.0,3.0,1.0,55.0,1.0,3.0,1.0,4.0,1.0,1.0,3187500.0,1.0,3.0
7869,0.0,1.0,2.0,3.0,1.0,33.0,1.0,3.0,1.0,5.0,3.0,1.0,1136000.0,3.0,3.0
7870,0.0,1.0,1.0,3.0,1.0,115.0,1.0,3.0,1.0,6.0,3.0,3.0,2012500.0,1.0,1.0
7871,0.0,1.0,1.0,3.0,1.0,120.0,1.0,3.0,1.0,7.0,3.0,1.0,720000.0,1.0,1.0
7873,5.0,1.0,1.0,3.0,1.0,64.0,1.0,1.0,2.0,6.0,3.0,3.0,2800000.0,3.0,3.0
7874,5.0,1.0,1.0,3.0,1.0,34.0,3.0,3.0,1.0,5.0,3.0,3.0,2400000.0,3.0,3.0
7876,7.0,1.0,1.0,3.0,1.0,60.0,3.0,3.0,1.0,6.0,3.0,2.0,6964000.0,3.0,3.0
7878,0.0,1.0,1.0,3.0,1.0,54.0,1.0,3.0,1.0,5.0,3.0,2.0,833333.3333333334,3.0,1.0
7879,6.0,1.0,1.0,3.0,1.0,48.0,1.0,3.0,1.0,5.0,3.0,1.0,1080000.0,3.0,3.0
7880,3.5,1.0,1.0,3.0,1.0,12.0,1.0,3.0,1.0,1.0,1.0,3.0,1875000.0,3.0,3.0
7881,0.0,3.0,1.0,3.0,1.0,200.0,3.0,3.0,2.0,4.0,3.0,3.0,2637500.0,3.0,3.0
7882,7.0,1.0,1.0,3.0,1.0,36.0,1.0,3.0,1.0,6.0,3.0,3.0,2933333.3333333335,3.0,1.0
7883,3.0,1.0,1.0,3.0,1.0,60.0,1.0,3.0,1.0,6.0,1.0,1.0,2125000.0,3.0,3.0
7884,5.0,1.0,1.0,3.0,1.0,60.0,3.0,3.0,1.0,4.0,3.0,1.0,3000000.0,3.0,3.0
7885,3.0,1.0,1.0,3.0,1.0,64.0,3.0,3.0,1.0,6.0,1.0,2.0,4500000.0,3.0,3.0
7886,4.0,1.0,1.0,3.0,1.0,30.0,1.0,3.0,1.0,2.0,1.0,3.0,1677777.7777777778,3.0,3.0
7887,7.0,1.0,1.0,3.0,1.0,40.0,1.0,3.0,1.0,4.0,3.0,2.0,1200000.0,3.0,3.0
7888,7.0,1.0,1.0,3.0,1.0,80.0,1.0,3.0,1.0,4.0,1.0,1.0,3375000.0,3.0,3.0
7889,0.0,1.0,5.0,3.0,1.0,490.0,1.0,1.0,1.0,11.0,1.0,1.0,4750000.0,1.0,3.0
7890,3.0,1.0,1.0,3.0,1.0,64.0,1.0,3.0,1.0,6.0,1.0,3.0,715555.5555555555,3.0,3.0
7891,25.0,1.0,5.0,3.0,1.0,25.0,1.0,1.0,1.0,4.0,3.0,1.0,5000000.0,3.0,3.0
7892,0.0,1.0,1.0,3.0,1.0,125.0,3.0,1.0,2.0,6.0,3.0,2.0,855555.5555555555,3.0,3.0
7893,25.0,1.0,1.0,3.0,1.0,144.0,3.0,3.0,2.0,12.0,1.0,3.0,1666666.6666666667,1.0,1.0
7894,0.0,1.0,1.0,3.0,1.0,20.0,1.0,3.0,1.0,2.0,1.0,1.0,5450000.0,1.0,3.0
7896,0.0,100.0,1.0,100.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,5000000.0,1.0,1.0
7898,5.0,1.0,2.0,3.0,1.0,125.0,1.0,1.0,1.0,6.0,3.0,3.0,30000000.0,3.0,3.0
7899,25.0,1.0,1.0,3.0,1.0,100.0,1.0,3.0,1.0,7.0,1.0,1.0,1280000.0,3.0,3.0
7900,5.0,1.0,1.0,3.0,1.0,60.0,1.0,3.0,1.0,5.0,3.0,1.0,3000000.0,3.0,3.0
7901,2.0,1.0,5.0,3.0,1.0,9.0,1.0,3.0,2.0,1.0,3.0,3.0,2120000.0,3.0,3.0
7903,12.0,3.0,1.0,3.0,1.0,35.0,1.0,3.0,2.0,5.0,3.0,3.0,3818181.8181818184,3.0,3.0
7904,3.0,3.0,1.0,3.0,1.0,18.0,1.0,3.0,2.0,2.0,3.0,2.0,3750000.0,3.0,1.0
7905,0.0,1.0,1.0,3.0,1.0,70.0,1.0,3.0,1.0,6.0,1.0,2.0,5200000.0,3.0,3.0
7906,0.0,1.0,1.0,3.0,1.0,90.0,1.0,1.0,1.0,7.0,1.0,3.0,4150000.0,1.0,1.0
7907,6.0,1.0,1.0,3.0,1.0,141.0,3.0,3.0,1.0,5.0,3.0,1.0,923076.9230769231,1.0,3.0
7908,3.0,1.0,1.0,3.0,1.0,12.0,3.0,3.0,1.0,1.0,3.0,1.0,2100000.0,3.0,1.0
7909,3.0,1.0,1.0,3.0,1.0,9.0,1.0,3.0,1.0,1.0,3.0,1.0,700000.0,3.0,3.0
7910,2.5,1.0,1.0,3.0,1.0,9.0,1.0,3.0,1.0,1.0,1.0,1.0,5400000.0,3.0,1.0
7911,10.5,1.0,1.0,3.0,1.0,205.0,1.0,3.0,1.0,6.0,1.0,1.0,812500.0,1.0,3.0
7912,0.0,1.0,1.0,3.0,1.0,100.0,1.0,3.0,1.0,7.0,1.0,1.0,4800000.0,3.0,1.0
7913,0.0,1.0,1.0,3.0,1.0,16.0,3.0,3.0,1.0,1.0,1.0,3.0,750000.0,3.0,3.0
7914,7.0,1.0,1.0,3.0,1.0,673.0,1.0,3.0,1.0,9.0,1.0,3.0,5061666.666666667,1.0,1.0
7915,5.0,3.0,1.0,3.0,1.0,380.0,1.0,3.0,1.0,8.0,1.0,2.0,18000000.0,3.0,1.0
7916,5.0,1.0,1.0,3.0,1.0,622.0,3.0,3.0,1.0,5.0,1.0,3.0,1350000.0,3.0,3.0
7917,0.0,1.0,1.0,3.0,1.0,75.0,1.0,3.0,1.0,4.0,1.0,2.0,4800000.0,1.0,3.0
7919,0.0,1.0,1.0,3.0,1.0,320.0,1.0,3.0,1.0,6.0,1.0,3.0,24000000.0,3.0,1.0
7921,10.0,1.0,1.0,3.0,1.0,72.0,1.0,3.0,1.0,6.0,1.0,1.0,480000.0,3.0,1.0
7922,7.0,1.0,1.0,3.0,1.0,72.0,3.0,3.0,1.0,3.0,3.0,3.0,970000.0,1.0,3.0
7923,0.0,1.0,1.0,3.0,1.0,300.0,1.0,3.0,1.0,12.0,1.0,2.0,2888888.888888889,1.0,3.0
7924,7.0,1.0,1.0,3.0,1.0,72.0,3.0,3.0,2.0,8.0,3.0,2.0,1600000.0,3.0,3.0
7925,0.0,1.0,1.0,3.0,1.0,16.0,3.0,3.0,1.0,1.0,1.0,1.0,7400000.0,3.0,3.0
7930,7.0,1.0,1.0,3.0,1.0,126.0,1.0,3.0,1.0,8.0,1.0,2.0,1750000.0,1.0,3.0
7931,0.0,1.0,1.0,3.0,1.0,48.0,1.0,3.0,1.0,6.0,1.0,2.0,2275000.0,1.0,3.0
7932,25.0,3.0,1.0,3.0,1.0,80.0,1.0,3.0,2.0,8.0,1.0,2.0,2400000.0,3.0,1.0
7933,0.0,1.0,2.0,3.0,1.0,300.0,3.0,3.0,1.0,15.0,1.0,2.0,1666666.6666666667,3.0,3.0
7934,2.0,1.0,1.0,3.0,1.0,180.0,1.0,3.0,2.0,9.0,1.0,2.0,3133333.3333333335,3.0,3.0
7935,7.0,1.0,1.0,3.0,1.0,57.0,1.0,3.0,1.0,4.0,1.0,2.0,3000000.0,3.0,1.0
7936,4.0,1.0,1.0,3.0,1.0,20.0,1.0,3.0,2.0,4.0,3.0,3.0,6400000.0,1.0,1.0
7937,75.0,1.0,1.0,3.0,1.0,70.0,1.0,3.0,1.0,6.0,1.0,1.0,1500000.0,3.0,3.0
7938,0.0,1.0,1.0,3.0,1.0,48.0,3.0,3.0,2.0,3.0,1.0,1.0,3000000.0,3.0,3.0
7939,0.0,1.0,1.0,3.0,1.0,146.0,1.0,1.0,1.0,9.0,1.0,2.0,7542857.142857143,3.0,3.0
7940,6.0,1.0,1.0,3.0,1.0,90.0,1.0,3.0,1.0,6.0,3.0,2.0,4500000.0,1.0,1.0
7941,7.0,1.0,1.0,3.0,1.0,12.0,3.0,3.0,2.0,5.0,1.0,3.0,1680000.0,3.0,1.0
7943,0.0,1.0,1.0,3.0,1.0,54.0,1.0,3.0,1.0,7.0,1.0,1.0,720000.0,3.0,1.0
7944,0.0,1.0,1.0,3.0,1.0,70.0,1.0,3.0,2.0,7.0,1.0,3.0,2425000.0,3.0,3.0
7945,7.0,3.0,1.0,3.0,1.0,24.0,3.0,3.0,2.0,4.0,3.0,3.0,3200000.0,3.0,3.0
7946,0.0,1.0,1.0,3.0,1.0,104.0,1.0,3.0,1.0,5.0,1.0,2.0,300000.0,1.0,3.0
7948,4.0,1.0,1.0,3.0,1.0,150.0,3.0,3.0,1.0,10.0,1.0,1.0,3840000.0,3.0,1.0
7949,21.0,1.0,1.0,3.0,1.0,12.0,3.0,3.0,2.0,3.0,3.0,2.0,2550000.0,3.0,3.0
7951,0.0,1.0,1.0,3.0,1.0,90.0,1.0,3.0,1.0,5.0,1.0,2.0,0.0,3.0,3.0
7952,0.0,1.0,5.0,3.0,1.0,18.0,3.0,3.0,1.0,3.0,1.0,1.0,14415000.0,3.0,3.0
7953,5.0,1.0,1.0,3.0,1.0,70.0,1.0,3.0,1.0,6.0,1.0,2.0,1285714.2857142857,3.0,1.0
7954,10.0,1.0,1.0,3.0,1.0,99.0,3.0,3.0,1.0,9.0,3.0,3.0,4200000.0,3.0,3.0
7955,0.0,1.0,1.0,3.0,1.0,36.0,3.0,1.0,1.0,4.0,1.0,1.0,12000000.0,1.0,3.0
7957,7.0,1.0,1.0,3.0,1.0,98.0,1.0,3.0,1.0,7.0,3.0,2.0,3300000.0,3.0,3.0
7960,7.0,1.0,1.0,3.0,1.0,48.0,1.0,3.0,1.0,7.0,1.0,3.0,5066666.666666667,1.0,3.0
7961,0.0,1.0,1.0,3.0,1.0,100.0,3.0,3.0,1.0,6.0,3.0,2.0,0.0,3.0,3.0
7963,2.0,1.0,2.0,3.0,1.0,160.0,1.0,3.0,1.0,4.0,1.0,1.0,0.0,3.0,3.0
7964,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,22800000.0,1.0,3.0
7965,7.0,1.0,1.0,3.0,1.0,99.0,1.0,3.0,1.0,11.0,3.0,2.0,450000.0,3.0,3.0
7966,2.0,3.0,1.0,3.0,1.0,150.0,3.0,3.0,1.0,5.0,3.0,2.0,3600000.0,3.0,3.0
7967,10.0,1.0,1.0,3.0,1.0,63.0,3.0,3.0,1.0,7.0,1.0,1.0,6840000.0,1.0,1.0
7969,5.0,1.0,1.0,3.0,1.0,80.0,3.0,3.0,1.0,7.0,3.0,2.0,605000.0,3.0,3.0
7970,10.0,1.0,1.0,3.0,1.0,24.0,1.0,3.0,1.0,6.0,1.0,3.0,7125000.0,3.0,3.0
7971,0.0,1.0,1.0,3.0,1.0,105.0,1.0,3.0,1.0,7.0,1.0,1.0,0.0,3.0,3.0
7972,5.0,1.0,1.0,3.0,1.0,400.0,3.0,3.0,1.0,13.0,1.0,1.0,0.0,1.0,1.0
7973,0.0,1.0,1.0,3.0,1.0,175.0,1.0,3.0,1.0,10.0,1.0,2.0,800000.0,3.0,3.0
7974,0.0,1.0,2.0,3.0,1.0,81.0,1.0,1.0,1.0,11.0,1.0,1.0,12450000.0,1.0,3.0
7975,0.0,1.0,1.0,3.0,1.0,90.0,1.0,3.0,2.0,8.0,3.0,1.0,4550000.0,1.0,3.0
7976,10.0,1.0,1.0,3.0,1.0,100.0,3.0,3.0,1.0,7.0,1.0,1.0,120000.0,3.0,3.0
7978,7.0,1.0,1.0,3.0,1.0,41.0,3.0,3.0,1.0,4.0,1.0,1.0,0.0,3.0,3.0
7979,5.0,1.0,1.0,3.0,1.0,70.0,1.0,3.0,1.0,7.0,1.0,2.0,3000000.0,3.0,3.0
7981,5.0,1.0,1.0,3.0,1.0,70.0,1.0,3.0,1.0,7.0,1.0,2.0,4800000.0,3.0,3.0
7982,0.0,1.0,1.0,3.0,1.0,140.0,3.0,3.0,1.0,11.0,1.0,1.0,6000000.0,3.0,3.0
7983,0.0,1.0,2.0,3.0,1.0,72.0,1.0,3.0,1.0,15.0,1.0,3.0,7800000.0,1.0,1.0
7985,3.0,1.0,1.0,3.0,1.0,150.0,1.0,3.0,1.0,4.0,3.0,1.0,10925000.0,3.0,3.0
7986,0.0,1.0,1.0,3.0,1.0,77.0,1.0,3.0,1.0,8.0,1.0,2.0,0.0,3.0,3.0
7987,5.0,1.0,1.0,1.0,1.0,30.0,1.0,3.0,1.0,11.0,1.0,1.0,1200000.0,3.0,3.0
7988,0.0,1.0,1.0,3.0,1.0,60.0,3.0,3.0,1.0,3.0,3.0,1.0,0.0,3.0,1.0
7989,3.0,1.0,1.0,3.0,1.0,42.0,1.0,3.0,2.0,6.0,1.0,2.0,9720000.0,1.0,3.0
7991,0.0,1.0,1.0,1.0,1.0,132.0,1.0,3.0,1.0,8.0,1.0,1.0,12900000.0,1.0,3.0
7992,0.0,1.0,1.0,3.0,1.0,84.0,1.0,3.0,1.0,6.0,1.0,1.0,5850000.0,1.0,3.0
7993,10.0,1.0,1.0,3.0,1.0,54.0,1.0,3.0,2.0,11.0,1.0,2.0,4757142.857142857,1.0,3.0
7994,0.0,1.0,1.0,3.0,1.0,54.0,1.0,3.0,1.0,6.0,1.0,1.0,8450000.0,1.0,1.0
7995,2.5,1.0,1.0,3.0,1.0,54.0,1.0,3.0,1.0,3.0,3.0,6.0,3400000.0,3.0,3.0
7996,0.0,1.0,1.0,1.0,1.0,72.0,1.0,3.0,1.0,7.0,1.0,2.0,4765714.285714285,1.0,3.0
7997,0.0,1.0,1.0,3.0,1.0,12.0,3.0,1.0,1.0,1.0,1.0,1.0,7800000.0,1.0,3.0
7998,8.0,1.0,1.0,3.0,1.0,96.0,1.0,3.0,1.0,8.0,1.0,1.0,5800000.0,3.0,3.0
7999,3.0,1.0,1.0,3.0,1.0,60.0,1.0,3.0,1.0,5.0,1.0,1.0,2400000.0,1.0,1.0
8000,3.0,1.0,1.0,3.0,1.0,30.0,1.0,3.0,1.0,4.0,1.0,3.0,26400000.0,1.0,1.0
8001,0.0,1.0,1.0,1.0,1.0,480.0,1.0,3.0,1.0,9.0,1.0,2.0,1200000.0,1.0,1.0
8002,5.0,1.0,1.0,3.0,1.0,80.0,1.0,1.0,1.0,7.0,1.0,1.0,9200000.0,1.0,1.0
8003,0.0,1.0,1.0,3.0,1.0,108.0,1.0,3.0,1.0,9.0,1.0,1.0,10800000.0,3.0,1.0
8004,0.0,1.0,1.0,3.0,1.0,120.0,1.0,3.0,1.0,7.0,1.0,1.0,9600000.0,1.0,1.0
8005,0.0,1.0,1.0,3.0,1.0,100.0,1.0,3.0,1.0,10.0,1.0,1.0,7440000.0,1.0,1.0
8007,0.0,1.0,1.0,3.0,1.0,220.0,1.0,3.0,1.0,8.0,1.0,1.0,16000000.0,3.0,1.0
8008,10.0,1.0,1.0,3.0,1.0,80.0,1.0,3.0,1.0,6.0,1.0,1.0,5403333.333333333,1.0,1.0
8009,14.0,1.0,1.0,3.0,1.0,100.0,3.0,3.0,1.0,8.0,1.0,1.0,0.0,3.0,3.0
8010,7.0,1.0,1.0,3.0,1.0,200.0,1.0,3.0,1.0,6.0,1.0,2.0,1750000.0,1.0,3.0
8012,0.0,1.0,1.0,3.0,1.0,200.0,1.0,3.0,1.0,11.0,3.0,1.0,3000000.0,3.0,3.0
8013,25.0,1.0,1.0,3.0,1.0,138.0,1.0,3.0,1.0,6.0,3.0,3.0,4350000.0,3.0,1.0
8015,0.0,1.0,1.0,3.0,1.0,18.0,3.0,3.0,2.0,4.0,3.0,3.0,720000.0,3.0,3.0
8016,3.5,1.0,1.0,3.0,1.0,70.0,3.0,3.0,1.0,5.0,1.0,2.0,2100000.0,3.0,1.0
8017,10.0,1.0,1.0,3.0,3.0,72.0,1.0,3.0,1.0,5.0,3.0,1.0,1200000.0,1.0,3.0
8019,3.0,1.0,1.0,3.0,1.0,70.0,1.0,3.0,2.0,4.0,1.0,2.0,3000000.0,3.0,3.0
8020,25.0,1.0,1.0,3.0,1.0,260.0,1.0,3.0,1.0,6.0,1.0,2.0,400000.0,1.0,3.0
8021,0.0,1.0,2.0,3.0,1.0,200.0,1.0,3.0,1.0,11.0,1.0,1.0,6000000.0,1.0,3.0
