,Model,Precision,Recall,F1 score,Support
0,AdaBoost,0.7984848484848485,0.6839714471122648,0.7368053128276827,1541
1,GradientBoosting,0.8058176100628931,0.6651524983776769,0.7287593316743689,1541
2,DecisionTree,0.7816854678168547,0.764438676184296,0.772965879265092,1541
3,RandomForest,0.8064280496712929,0.7164179104477612,0.7587628865979381,1541
4,XGBoost,0.7972768532526475,0.6839714471122648,0.7362906042612645,1541
5,SupportVector,0.7975120939875605,0.7488643737832577,0.7724230254350738,1541
