,housetype,waste,trash,stagnantwater,nearstable,ventilation,cleanyard,mediumyard,kitchenoutside,sharebedkitch,numroom,floor,outerwall,roof,hhid07,housesqm,own_house,own_otherbuilding,own_land,own_livestock,own_poultry,own_tanamankeras,own_vehicles,own_hhappliance,own_fininstrument_7,own_receivables,own_jewelry,own_furniture,own_others,ricebought,ipercap,hhid14,own_fininstrument_14
45,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,6.0,3.0,1.0,3.0,0030800,40.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1973000.0,0030800,3.0
46,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,3.0,0030900,120.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,9455555.555555556,0030900,3.0
47,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,0030941,15.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0030941,1.0
49,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,0031000,80.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,6660000.0,0031000,3.0
50,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,0031041,20.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,60.0,3600000.0,0031041,3.0
51,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,0031042,20.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,2250000.0,0031042,1.0
52,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,6.0,3.0,2.0,3.0,0031100,140.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,12.0,3666666.6666666665,0031100,3.0
53,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,6.0,3.0,1.0,3.0,0031200,150.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,4672222.222222222,0031200,3.0
54,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,0031241,48.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0031241,3.0
55,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,0031242,49.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,0031242,1.0
56,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,0031211,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,1170666.6666666667,0031211,3.0
57,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,0031300,20.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20.0,4875000.0,0031300,3.0
58,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,2.0,1.0,3.0,0031341,60.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,7.0,5220000.0,0031341,3.0
59,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,0031400,40.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1010714.2857142857,0031400,3.0
60,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,0031431,40.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,8.0,4000000.0,0031431,3.0
61,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,0031500,160.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,300000.0,0031500,3.0
63,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,0031700,100.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,600000.0,0031700,3.0
64,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,0031741,40.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,3000000.0,0031741,3.0
65,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0,0031731,104.0,,,,,,,,,,,,,,,2160000.0,0031731,1.0
66,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,2.0,1.0,3.0,0031800,176.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,8.0,3428571.4285714286,0031800,1.0
67,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,6.0,3.0,1.0,3.0,0031841,180.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,8.0,11175000.0,0031841,3.0
68,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,0031842,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,0031842,3.0
69,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,0031831,9.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,4200000.0,0031831,3.0
70,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,0031900,30.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,16.0,880000.0,0031900,3.0
71,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,0031941,20.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,1216666.6666666667,0031941,3.0
72,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,0031911,60.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,285714.28571428574,0031911,3.0
73,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,0031931,150.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,11100000.0,0031931,1.0
74,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,7.0,3.0,1.0,3.0,0032000,96.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,3340000.0,0032000,3.0
75,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,0032031,96.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,20.0,4800000.0,0032031,3.0
77,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,4.0,2.0,3.0,0032400,77.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,171428.57142857142,0032400,3.0
78,5.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,0032441,25.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,18000000.0,0032441,3.0
79,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,0032431,54.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,9600000.0,0032431,3.0
80,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,4.0,2.0,3.0,0032432,150.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,12.0,4285714.285714285,0032432,3.0
81,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,0032500,80.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,16.0,2618181.8181818184,0032500,3.0
82,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,3.0,1.0,3.0,0032600,60.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,3750000.0,0032600,1.0
83,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,0032641,55.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,5.0,11400000.0,0032641,1.0
84,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,3.0,0032700,96.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,12.0,4500000.0,0032700,3.0
85,8.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,0032800,70.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,0.0,2380000.0,0032800,3.0
88,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,0032900,88.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,4237500.0,0032900,3.0
89,5.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,0032941,60.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,6240000.0,0032941,3.0
91,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,0033000,25.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,6.0,106666.66666666667,0033000,1.0
92,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,0040100,48.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,3940000.0,0040100,1.0
93,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,3.0,0040200,98.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,345000.0,0040200,3.0
94,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,6.0,2.0,3.0,0040241,30.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,42000000.0,0040241,3.0
95,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,2.0,3.0,0040300,49.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.5,562500.0,0040300,3.0
96,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,9.0,3.0,1.0,3.0,0040321,85.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,2000000.0,0040321,3.0
97,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,0040400,60.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,8.0,0.0,0040400,3.0
99,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,3.0,1.0,3.0,0040500,60.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,2700000.0,0040500,3.0
100,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,0040600,70.0,,,,,,,,,,,,,,0.0,970000.0,0040600,3.0
103,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,0040700,50.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,16.0,0.0,0040700,3.0
106,5.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,0040743,48.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,3600000.0,0040743,1.0
107,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,0040731,50.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,350000.0,0040731,3.0
108,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,2.0,1.0,3.0,0040900,63.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,10.0,880000.0,0040900,3.0
110,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,0041000,72.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,16.0,672000.0,0041000,3.0
111,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,0041041,80.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,50.0,250000.0,0041041,3.0
112,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,6.0,2.0,3.0,0041042,40.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,32.0,0.0,0041042,3.0
113,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,0041021,63.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,15.0,175000.0,0041021,3.0
114,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,7.0,3.0,1.0,3.0,0041031,63.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,30.0,1920000.0,0041031,3.0
116,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,9.0,3.0,1.0,3.0,0041300,160.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,16.0,5828571.428571428,0041300,3.0
117,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,0041341,80.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,8.0,137142.85714285713,0041341,3.0
118,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,0041321,40.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,30.0,5400000.0,0041321,3.0
119,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0041400,64.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,53.0,901818.1818181818,0041400,3.0
120,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,0041441,42.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,1950000.0,0041441,3.0
122,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,0041500,12.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,2400000.0,0041500,1.0
123,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,6.0,3.0,2.0,3.0,0041600,48.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,60.0,4450000.0,0041600,1.0
125,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,8.0,3.0,1.0,3.0,0041700,63.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,30.0,0.0,0041700,3.0
126,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,3.0,0041800,25.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,16.0,0.0,0041800,3.0
128,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,3.0,0041941,24.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,18000000.0,0041941,3.0
129,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,6.0,3.0,1.0,3.0,0042000,63.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,400000.0,0042000,3.0
130,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,3.0,0042041,60.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,4000000.0,0042041,3.0
132,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,7.0,3.0,2.0,3.0,0042200,90.0,,,,,,,,,,,,,,0.0,3114545.4545454546,0042200,3.0
134,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,6.0,3.0,3.0,0042242,24.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,90600000.0,0042242,3.0
135,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,0042222,32.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,30.0,1900000.0,0042222,3.0
136,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,6.0,3.0,1.0,3.0,0042300,84.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,16.0,700000.0,0042300,1.0
137,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,0042321,60.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,13000000.0,0042321,1.0
138,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,0042400,80.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,2490000.0,0042400,3.0
139,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,0042422,70.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,3000000.0,0042422,3.0
140,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,0042500,53.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,16.0,416666.6666666667,0042500,3.0
141,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,2.0,3.0,0042531,53.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16.0,300000.0,0042531,3.0
142,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,0042600,40.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,30.0,2383333.3333333335,0042600,3.0
143,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,8.0,1.0,1.0,3.0,0042641,75.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,1200000.0,0042641,1.0
144,5.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,0042642,90.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,30.0,1500000.0,0042642,3.0
145,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,0042700,18.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0042700,3.0
146,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,0042741,42.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.5,1550000.0,0042741,3.0
147,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,0042800,42.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0042800,3.0
148,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,2.0,3.0,0042900,100.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,,700000.0,0042900,3.0
152,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,10.0,3.0,1.0,3.0,0043022,180.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,1140000.0,0043022,3.0
153,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,1.0,3.0,0050100,160.0,,,,,,,,,,,,,,,0.0,0050100,3.0
154,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,2.0,2.0,3.0,0050131,80.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,5000000.0,0050131,1.0
155,5.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,0050300,50.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,7.0,800000.0,0050300,3.0
156,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,0050341,48.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,2400000.0,0050341,1.0
157,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,0050400,42.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0050400,1.0
158,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,3.0,0050441,72.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,10.0,9000000.0,0050441,3.0
159,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,0050442,36.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,3200000.0,0050442,3.0
160,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,3.0,0050600,84.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,10.0,3488888.888888889,0050600,3.0
161,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,0050641,64.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,10.0,5200000.0,0050641,1.0
162,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,3.0,0050700,80.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,4800000.0,0050700,1.0
163,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,0050800,14.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,7.0,3295000.0,0050800,3.0
164,2.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,6.0,3.0,2.0,3.0,0050900,100.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,10.5,3857142.8571428573,0050900,3.0
165,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,0050941,48.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,10.0,800000.0,0050941,1.0
166,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,6.0,2.0,3.0,0051000,11.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,7.0,1866666.6666666667,0051000,3.0
167,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,0051041,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1300000.0,0051041,3.0
