,housetype,waste,trash,stagnantwater,nearstable,ventilation,cleanyard,mediumyard,kitchenoutside,sharebedkitch,numroom,floor,outerwall,roof,housesqm,own_house,own_otherbuilding,own_land,own_livestock,own_poultry,own_tanamankeras,own_vehicles,own_hhappliance,own_fininstrument_7,own_receivables,own_jewelry,own_others,ricebought,ipercap,own_fininstrument_14
12007,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,56.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,625000.0,3.0
12008,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,42.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,1250000.0,3.0
12009,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,6.0,2.0,4.0,36.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1440000.0,3.0
12010,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,5.0,30.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,642857.1428571428,3.0
12011,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,4.0,49.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.5,0.0,3.0
12012,8.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,56.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,21.0,666666.6666666666,3.0
12013,8.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,54.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,725000.0,3.0
12015,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,4.0,42.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,800000.0,1.0
12016,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,4.0,48.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,2428571.4285714286,1.0
12017,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,7.0,3.0,1.0,4.0,80.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,875000.0,3.0
12018,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,42.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,0.5,400000.0,3.0
12019,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,6.0,2.0,6.0,12.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,7.0,500000.0,3.0
12020,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,6.0,3.0,4.0,15.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,7.0,1000000.0,3.0
12021,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,6.0,2.0,5.0,35.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,2600000.0,3.0
12022,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,24.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,0.0,3.0
12023,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,4.0,48.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,250000.0,3.0
12024,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,1.0,4.0,56.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,50.0,555555.5555555555,3.0
12025,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,5.0,3.0,1.0,4.0,27.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,10.5,1933333.3333333333,3.0
12026,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,42.0,,,,,,,,,,,,,,600000.0,3.0
12027,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,45.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,1350000.0,3.0
12028,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,25.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,1333333.3333333333,1.0
12029,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,100.0,56.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,7.0,1125000.0,3.0
12030,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,4.0,42.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,4.0,0.0,1.0
12031,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,6.0,1.0,6.0,16.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,7.0,0.0,3.0
12032,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,6.0,2.0,6.0,30.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,1850000.0,3.0
12033,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,1.0,6.0,24.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,1500000.0,3.0
12034,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,49.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,166666.66666666666,3.0
12035,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,30.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,0.0,1.0
12036,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,67.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,1875000.0,3.0
12038,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,4.0,99.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,277777.77777777775,3.0
12039,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,4.0,112.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,850000.0,3.0
12040,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,6.0,2.0,5.0,32.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,1166666.6666666667,3.0
12041,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,30.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,750000.0,3.0
12042,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,1.0,4.0,42.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,1000000.0,3.0
12044,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,4.0,110.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,9965000.0,3.0
12045,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,0.0,3.0
12046,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,4.0,60.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,1600000.0,3.0
12047,2.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,8.0,1.0,1.0,4.0,105.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,50.0,9800000.0,3.0
12049,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,4.0,56.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,20.0,3750000.0,1.0
12050,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,45.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,11000000.0,3.0
12052,8.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,45.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,3866666.6666666665,3.0
12053,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,2.0,3.0,72.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,5700000.0,1.0
12054,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,4.0,72.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,10.0,9740000.0,1.0
12055,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,30.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,454545.45454545453,3.0
12056,8.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,24.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,714285.7142857143,1.0
12057,8.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,24.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,1450000.0,3.0
12058,8.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,36.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,500000.0,3.0
12059,8.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,20.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,462500.0,3.0
12060,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,44.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0
12061,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,4.0,45.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,6.0,800000.0,3.0
12062,8.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,6.0,24.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,666666.6666666666,3.0
12063,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,56.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,7.0,800000.0,3.0
12064,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,6.0,2.0,6.0,20.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,583333.3333333334,3.0
12065,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,45.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,6.0,1600000.0,3.0
12066,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,42.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,7.0,1833333.3333333333,3.0
12067,8.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,54.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,1000000.0,3.0
12068,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,54.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,10.0,1545454.5454545454,3.0
12069,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,49.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,7.0,2566666.6666666665,3.0
12070,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,2.0,1.0,4.0,80.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,6000000.0,3.0
12071,8.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,6.0,36.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,750000.0,3.0
12072,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,40.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,7.0,1600000.0,3.0
12073,8.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,36.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,1428571.4285714286,3.0
12074,8.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,6.0,20.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2000000.0,3.0
12075,8.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,3.0,40.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,600000.0,3.0
12076,8.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,35.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,10.0,571428.5714285715,3.0
12077,8.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,2.0,5.0,42.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,1000000.0,3.0
12079,8.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,4.0,2.0,4.0,50.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,21.0,857142.8571428572,3.0
12080,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,6.0,2.0,4.0,30.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,25.0,1200000.0,3.0
12081,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,72.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,10.0,1016666.6666666666,3.0
12083,2.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,6.0,2.0,5.0,35.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,1166666.6666666667,3.0
12084,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,6.0,3.0,5.0,42.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,1000000.0,3.0
12085,8.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,42.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,7.0,312500.0,3.0
12086,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,6.0,15.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,100000.0,3.0
12087,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,63.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,771428.5714285715,3.0
12088,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,4.0,49.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,8.0,1710000.0,3.0
12090,8.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,4.0,2.0,4.0,36.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,10.5,1750000.0,3.0
12091,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,7.0,1.0,1.0,4.0,90.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,10.0,6000000.0,3.0
12092,8.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,4.0,36.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,571428.5714285715,3.0
12093,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,6.0,3.0,1.0,3.0,144.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,17.5,1225000.0,3.0
12095,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,6.0,3.0,2.0,36.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.5,750000.0,1.0
12096,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,4.0,60.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,2160000.0,1.0
12097,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,39.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,0.0,7066666.666666667,1.0
12099,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,6.0,1.0,1.0,4.0,42.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,50.0,6130800.0,3.0
12100,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,4.0,112.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,1714285.7142857143,3.0
12101,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,16.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,10.0,0.0,3.0
12102,8.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,2.0,3.0,80.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,2000000.0,3.0
12103,8.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,24.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.5,1200000.0,3.0
12104,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,4.0,96.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,41.0,2600000.0,3.0
12105,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,4.0,90.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,10.0,942857.1428571428,3.0
12106,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,6.0,1.0,1.0,4.0,63.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,50.0,12000000.0,1.0
12107,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,100.0,3.0,100.0,12.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,4000000.0,3.0
12108,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,4.0,192.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,3333333.3333333335,3.0
12109,8.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,24.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,21.0,776923.0769230769,3.0
12110,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,4.0,28.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,2250000.0,3.0
12111,8.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,54.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,2625555.5555555555,3.0
12112,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,36.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,3000000.0,3.0
12113,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,28.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,7.0,633333.3333333334,3.0
12114,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,3.0,1.0,100.0,56.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,7.0,500000.0,3.0
12115,8.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,4.0,25.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,3600000.0,3.0
12116,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,7.0,1.0,1.0,4.0,108.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,3120000.0,3.0
12118,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,40.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,14.0,540000.0,3.0
12119,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,1.0,5.0,54.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,3000000.0,3.0
12120,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,45.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.5,3333333.3333333335,3.0
12121,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,4.0,36.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,14.0,480000.0,1.0
12122,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,4.0,2.0,4.0,45.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,1740000.0,3.0
12123,8.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,8.0,4.0,2.0,4.0,104.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,10000000.0,1.0
12125,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,48.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,342857.14285714284,3.0
12126,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,4.0,54.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,1440000.0,3.0
12127,8.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,30.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,7.0,1375000.0,3.0
12128,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,15.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,7.0,4781818.181818182,3.0
